directed-sampling, 2100000, core, 500000, 39, 17, 8
core, 500000, directed-sampling, 2100000, 33, 23, 8
directed-sampling, 2100000, core, 1100000, 36, 20, 8
core, 1100000, directed-sampling, 2100000, 29, 23, 12
directed-sampling, 700000, core, 1300000, 33, 23, 8
core, 1300000, directed-sampling, 700000, 33, 24, 7
undirected-sampling-2, 900000, directed-sampling, 100000, 42, 18, 4
directed-sampling, 100000, undirected-sampling-2, 900000, 27, 25, 12
directed-sampling, 1100000, undirected-sampling-2, 100000, 45, 10, 9
undirected-sampling-2, 100000, directed-sampling, 1100000, 32, 25, 7
directed-sampling, 900000, core, 1300000, 40, 18, 6
core, 1300000, directed-sampling, 900000, 32, 20, 12
core, 900000, directed-sampling, 100000, 43, 15, 6
directed-sampling, 100000, core, 900000, 35, 21, 8
undirected-sampling-2, 900000, directed-sampling, 1700000, 30, 24, 10
directed-sampling, 1700000, undirected-sampling-2, 900000, 34, 23, 7
core, 1500000, core, 1300000, 37, 21, 6
core, 1300000, core, 1500000, 34, 22, 8
directed-sampling, 1500000, directed-sampling, 1300000, 41, 14, 9
directed-sampling, 1300000, directed-sampling, 1500000, 40, 12, 12
undirected-sampling, 100000, directed-sampling, 700000, 33, 23, 8
directed-sampling, 700000, undirected-sampling, 100000, 44, 12, 8
undirected-sampling, 700000, undirected-sampling, 100000, 43, 16, 5
undirected-sampling, 100000, undirected-sampling, 700000, 27, 29, 8
undirected-sampling-2, 700000, undirected-sampling, 300000, 39, 16, 9
undirected-sampling, 300000, undirected-sampling-2, 700000, 30, 20, 14
core, 1100000, directed-sampling, 700000, 28, 21, 15
directed-sampling, 700000, core, 1100000, 35, 15, 14
core, 500000, undirected-sampling-2, 500000, 32, 21, 11
undirected-sampling-2, 500000, core, 500000, 37, 19, 8
undirected-sampling-2, 100000, directed-sampling, 1500000, 32, 23, 9
directed-sampling, 1500000, undirected-sampling-2, 100000, 46, 12, 6
core, 700000, undirected-sampling-2, 500000, 31, 21, 12
undirected-sampling-2, 500000, core, 700000, 31, 23, 10
directed-sampling, 900000, undirected-sampling, 700000, 32, 25, 7
undirected-sampling, 700000, directed-sampling, 900000, 31, 25, 8
directed-sampling, 500000, core, 300000, 36, 18, 10
core, 300000, directed-sampling, 500000, 30, 24, 10
directed-sampling, 2100000, undirected-sampling, 300000, 40, 15, 9
undirected-sampling, 300000, directed-sampling, 2100000, 23, 22, 19
undirected-sampling, 300000, undirected-sampling, 100000, 42, 16, 6
undirected-sampling, 100000, undirected-sampling, 300000, 37, 20, 7
directed-sampling, 500000, directed-sampling, 1100000, 40, 19, 5
core, 900000, directed-sampling, 1500000, 32, 23, 9
directed-sampling, 1500000, core, 900000, 37, 18, 9
undirected-sampling-2, 700000, core, 300000, 40, 17, 7
core, 300000, undirected-sampling-2, 700000, 31, 23, 10
directed-sampling, 300000, directed-sampling, 700000, 27, 26, 11
