naive-00, 0, naive-00, 100000, 0, 64, 0
naive-00, 0, naive-00, 1300000, 0, 64, 0
naive-00, 0, naive-00, 1300000, 0, 64, 0
naive-00, 0, naive-00, 1400000, 0, 64, 0
naive-00, 0, naive-00, 1500000, 0, 64, 0
naive-00, 0, naive-00, 200000, 0, 64, 0
naive-00, 0, naive-00, 2000000, 0, 64, 0
naive-00, 0, naive-00, 2200000, 0, 64, 0
naive-00, 0, naive-00, 2700000, 0, 64, 0
naive-00, 0, naive-00, 2800000, 0, 64, 0
naive-00, 0, naive-00, 500000, 0, 64, 0
naive-00, 0, naive-00, 700000, 0, 64, 0
naive-00, 0, naive-00, 700000, 0, 64, 0
naive-00, 0, undirected-00, 1000000, 0, 64, 0
naive-00, 0, undirected-00, 1400000, 0, 64, 0
naive-00, 0, undirected-00, 1500000, 0, 64, 0
naive-00, 0, undirected-00, 1600000, 0, 64, 0
naive-00, 0, undirected-00, 1700000, 0, 64, 0
naive-00, 0, undirected-00, 200000, 0, 64, 0
naive-00, 0, undirected-00, 2000000, 0, 64, 0
naive-00, 0, undirected-00, 2200000, 0, 64, 0
naive-00, 0, undirected-00, 2500000, 0, 64, 0
naive-00, 0, undirected-00, 2600000, 0, 64, 0
naive-00, 0, undirected-00, 2700000, 0, 64, 0
naive-00, 0, undirected-00, 2700000, 0, 64, 0
naive-00, 0, undirected-00, 500000, 0, 64, 0
naive-00, 0, undirected-00, 500000, 0, 64, 0
naive-00, 0, undirected-00, 700000, 0, 64, 0
naive-00, 0, undirected-00, 800000, 0, 64, 0
naive-00, 0, undirected-00, 900000, 0, 64, 0
naive-00, 0, undirected-00, 900000, 0, 64, 0
naive-00, 100000, naive-00, 0, 64, 0, 0
naive-00, 100000, naive-00, 1000000, 2, 60, 2
naive-00, 100000, naive-00, 1200000, 1, 63, 0
naive-00, 100000, naive-00, 1400000, 2, 61, 1
naive-00, 100000, naive-00, 1400000, 3, 61, 0
naive-00, 100000, naive-00, 1600000, 2, 62, 0
naive-00, 100000, naive-00, 2000000, 2, 61, 1
naive-00, 100000, naive-00, 2700000, 0, 64, 0
naive-00, 100000, undirected-00, 100000, 25, 38, 1
naive-00, 100000, undirected-00, 100000, 26, 37, 1
naive-00, 100000, undirected-00, 1400000, 1, 63, 0
naive-00, 100000, undirected-00, 1500000, 3, 61, 0
naive-00, 100000, undirected-00, 1800000, 13, 51, 0
naive-00, 100000, undirected-00, 1800000, 7, 56, 1
naive-00, 100000, undirected-00, 1900000, 0, 64, 0
naive-00, 100000, undirected-00, 2400000, 0, 64, 0
naive-00, 100000, undirected-00, 2600000, 0, 64, 0
naive-00, 100000, undirected-00, 2600000, 1, 63, 0
naive-00, 100000, undirected-00, 2800000, 0, 64, 0
naive-00, 100000, undirected-00, 300000, 3, 61, 0
naive-00, 100000, undirected-00, 300000, 4, 59, 1
naive-00, 100000, undirected-00, 900000, 3, 60, 1
naive-00, 100000, undirected-00, 900000, 3, 61, 0
naive-00, 1000000, naive-00, 100000, 63, 1, 0
naive-00, 1000000, naive-00, 1300000, 36, 19, 9
naive-00, 1000000, naive-00, 1400000, 45, 17, 2
naive-00, 1000000, naive-00, 200000, 61, 3, 0
naive-00, 1000000, naive-00, 2700000, 19, 39, 6
naive-00, 1000000, naive-00, 2800000, 22, 35, 7
naive-00, 1000000, naive-00, 2900000, 22, 37, 5
naive-00, 1000000, naive-00, 500000, 54, 6, 4
naive-00, 1000000, undirected-00, 0, 64, 0, 0
naive-00, 1000000, undirected-00, 1400000, 25, 36, 3
naive-00, 1000000, undirected-00, 1400000, 25, 36, 3
